ztfid,recommendation_mjd,ra,dec,latest_magnitude,score,comment
ANT2024ow3wabs7s84x,60300,268.15757780456363,6.356384661271591,,,
ANT2025hnbsx7oau0pj,60300,230.6017424,1.4133451999999949,,,
ANT2024oc9odsbcgels,60300,301.2114644334423,35.96081922879073,,,TNS: 2024ef
ANT2024t51nd486402m,60300,293.80486251006005,35.975710689977085,,,
ANT2023tpg6xzx0ok7n,60300,231.9765653962755,-10.428815537868472,,,
ANT20253kuwjeql3ll8,60300,136.16013669750853,18.46668271615956,-18.04355617981044,,TNS: 2025oq; Class: SN Ic-BL; z=0.01133
ANT20259095ry0az8j7,60300,208.1686287,2.06551168584052,18.64677047729492,,TNS: 2025eys
ANT2025uzb80b7djxcu,60300,240.6698356,-0.8274885982480384,18.25939178466797,,TNS: 2025dig
ANT2025kf36di57tpn1,60300,184.3409095349469,-20.784093656251628,18.131000518798828,,TNS: 2024pff
ANT20257gjhhx8joubb,60300,291.58988485,2.02021945366603,16.910602569580078,,TNS: 2025fwd
ANT2023580poop8z630,60300,184.9581550764496,-20.370068414282,16.173458099365234,,
ANT2025orzfggrvi4e0,60300,121.8057757999971,25.646299759878502,18.958526611328125,,TNS: 2025etg
ANT2024xlte9uph05j6,60300,248.58619677599057,50.10512339361455,18.708471298217773,,TNS: 2024agig
ANT2025piziteakee8s,60300,102.5307798,0.0352785000016808,16.818151473999023,,
ANT2024i33tc6xqmdi0,60300,298.8346556820623,46.68957469560409,19.76070022583008,,
ANT2025ydxxk46dquof,60300,119.33202667794156,6.61913693419325,19.12326431274414,,TNS: 2025fpp
ANT2025sprp69i9rf6f,60300,242.2040903500001,-10.3480205145556,18.939565658569336,,TNS: 2025gyd
ANT2025iq09fs212bap,60300,134.58367358537143,9.368562486759274,18.825626373291016,,TNS: 2025gvv
ANT20259l6tihz8n0e1,60300,132.48495717280315,45.57468674932006,18.75141716003418,,TNS: 2025ezq
ANT2025ugsbo5fju30y,60300,116.4166877,51.8129753,18.390844345092773,,TNS: 2025ezs
ANT2025iw9e26bzlxlx,60300,287.6644021162723,37.16985819783163,15.374244689941406,,TNS: 2025fwb
ANT2025cxgyy0ct6op6,60300,222.68356699563225,35.91004522401472,19.356800079345703,,TNS: 2025gtx
ANT20257lpwss96dvd6,60300,144.388800767446,10.255491495018802,18.857402801513672,,TNS: 2025gri
ANT2025f6yum477eavz,60300,255.29113821746324,20.671549197693764,17.898906707763672,,TNS: 2025nz; Class: SN II; z=0.03
ANT20246po12kryhcsw,60300,159.9596623601031,-3.9842436108765193,19.523822784423828,,
ANT2025v7mqcrkwwsk3,60300,143.0035750138642,46.10419124766839,19.213245391845703,,TNS: 2025hbw
ANT2022mnsnm2b47ix0,60300,101.52256911788348,28.356014100368647,16.256650924682617,,
ANT2025yrjcxv4g01ih,60300,227.2088435794396,-4.982709933145259,19.61910057067871,,
ANT20252w4fdmah9lq1,60300,150.3355427592029,27.665403839344705,18.977548599243164,,TNS: 2025evj
ANT2025wkdjck52pn6v,60300,119.9277031,29.71992996266203,19.14189720153809,,
ANT2023kejjkoq6qmyr,60300,259.1239450207653,-14.736836231176966,19.01619911193848,,TNS: 2023fjz
ANT2024qv8ue1eu0ifw,60300,290.168499859586,31.944337973213564,16.496864318847656,,
ANT2024e40h2qm79v4q,60300,246.38239166001125,-25.89738213014074,15.408377647399902,,
ANT2025znackhfi72ov,60300,151.92603664999945,-25.94685732841741,18.716846466064453,,TNS: 2025hyu
ANT2023uhbgq95gr0ak,60300,159.25315353106254,-19.366630116472848,15.522089004516602,,
ANT2024gxxx29ody7ze,60300,236.51673406588645,16.77895098114584,20.60674285888672,,
ANT2025i59speniq18g,60300,260.103853987194,27.598390792482192,20.342199325561523,,TNS: 2020pmb
ANT202436re9f6ifh54,60300,242.91485800000004,-3.4903740344702925,19.77109909057617,,
ANT2024ynzreo14873q,60300,238.9793606,-0.0200020999973702,19.67200088500977,,
ANT2023pr9vu42psxkf,60300,164.73237578929414,81.08780721673111,19.6252670288086,,
ANT2023vuzr5c9s4f6e,60300,223.57206604764733,2.1069940024521685,19.60759353637696,,
ANT2024a3ciqa2k4jd6,60300,254.94231402236824,27.314835882128435,19.4577579498291,,
ANT2024p6wshr5c1mxi,60300,133.491037511079,51.95017089190448,19.45109939575196,,
ANT20236959l0i36twt,60300,257.21086281871754,23.921904635675546,19.409141540527344,,
ANT20250u1ejk6rtgy6,60300,258.37640765777644,78.01989954511735,18.130056381225582,,TNS: 2025iaa
ANT2025ie3emijwisw4,60300,170.59861302580265,-9.145389562612324,19.454111099243164,,TNS: 2025ibj
ANT2025ofg7b0heyeyy,60300,165.0242844,15.320338186402353,18.861865997314453,,TNS: 2025hdp
ANT2025pbkugztza1sy,60300,143.0208108,3.422547627294705,18.77629470825196,,TNS: 2025hzf
ANT2025pugiktwlnd45,60300,239.91693024712416,27.111349401430985,18.285688400268555,,TNS: 2025cbj; Class: SN IIn; z=0.07
ANT20253p1fnpw18nxt,60300,159.27705475189603,-7.467909213434851,17.874982833862305,,TNS: 2025cnu; Class: SN Ic-BL; z=0.0285
ANT20254u6c2m13t948,60300,147.6865591450426,27.30245081161201,17.480106353759766,,TNS: 2025cku; Class: SN II; z=0.08
ANT2025h7v6de4wu10d,60300,240.84127051127945,18.423403666686184,19.79727554321289,,TNS: 2025ieg
ANT2025pz7it0gj7avc,60300,132.5602044000017,67.98844895000111,19.63936996459961,,TNS: 2025idv
ANT2025nn0fkzxxa2ww,60300,253.0735096,2.126349094164567,19.56561279296875,,TNS: 2025hks
ANT2025k0dq5a04szlo,60300,127.9845807437386,10.254121848265868,19.543500900268555,,TNS: 2025hly
ANT2025kns7c7mwkalf,60300,182.07058864263016,-11.383334677702578,19.00164031982422,,TNS: 2025ebh; Class: SN II; z=0.13
ANT2025khb7fbkbblxs,60300,282.8362949718718,36.74834297841966,20.0897216796875,,
ANT20251o1a8iupuhvy,60300,277.52652941839915,28.32466286148015,18.949871063232425,,TNS: 2025iic
ANT20228frdugw5fm9z,60300,332.2271820168627,67.61925733010031,18.87809944152832,,
ANT20232bkv27r34d3s,60300,308.6640581246261,40.330667144887975,17.92099952697754,,
ANT2025khfmznq04bun,60300,245.57952472454923,15.799006424988375,19.43767738342285,,TNS: 2025isa
ANT202504lstst8rugw,60300,176.51562011756937,70.41080888285292,18.47645378112793,,TNS: 2025fen; Class: SN II; z=0.0605
ANT2025dwrofgim1x2o,60300,281.2421383568005,41.40660546063021,18.22052383422852,,TNS: 2025jak
ANT2023ab0mwxqa29tj,60300,295.04113856204094,22.176382194748385,16.2178897857666,,
ANT2022e30hhoi8m7zn,60300,314.4166284795251,30.88227580653554,17.622194290161133,,
ANT2023lllo9uqplu3p,60300,259.12299492781614,29.853236400512746,18.018774032592773,,
ANT2025x5emuohly47e,60300,163.56834235761494,39.6222514740242,19.83525657653809,,TNS: 2025lzt
ANT2023avfg3vt07sk4,60300,159.78822449992188,-12.23259951417981,18.63920021057129,,TNS: 2024pjw
ANT2024jgl3vtrqnmd5,60300,278.5638081738161,51.85702587700607,19.580686569213867,,
ANT2022dqzmyh8zblp6,60300,12.364633137361515,17.605838977097065,16.503822326660156,,
ANT20229cxk6l4remb2,60300,7.446799858235076,4.893238765301746,15.989480018615724,,
ANT2024vu3d8x7idxfh,60300,151.5598020254827,66.657958475853,14.890192985534668,,
ANT20258ucdkjpwbun3,60300,185.43746809999968,-6.709280850000354,13.90208625793457,,
ANT2025q4ucizvxtmhu,60300,268.3029234762033,29.001990371186,20.12536239624023,,
ANT2025ql20is4gd41z,60300,250.02790635445152,29.763276967949523,19.6653995513916,,TNS: 2025iac
ANT2023m1pwgdjn2ro3,60300,266.80224848130325,15.495205750251458,19.649900436401367,,
ANT202320lpwg09gznv,60300,301.56954387614354,2.9391750668279,19.03971290588379,,
ANT2023a2ed9nfg3x95,60300,15.400312089769914,15.64393659599223,18.73796272277832,,TNS: 2023win
ANT2025580yvx263fht,60300,246.0200186295422,28.98470770352961,18.016742706298828,,TNS: 2025igf
ANT20256gfwiutetsm4,60300,297.27882775107355,78.85560049802726,18.960430145263672,,TNS: 2025izy
ANT2025diu359eswx1a,60300,288.9317727688571,64.58781732726281,18.703857421875,,TNS: 2025mkc
ANT20226rapddv6uggp,60300,284.3517234200406,67.20527451150647,18.484514236450195,,
ANT2024c6ompj48rxzz,60300,308.0015606586944,25.09295227273003,18.2810001373291,,
ANT20257ipvy98nxblu,60300,257.63831069125285,7.688829539726996,15.437291145324709,,TNS: 2025kyz
ANT20221j6ioh523k9v,60300,177.28870977346924,32.53643909572432,19.901500701904297,,
ANT2024uhicokgvrmgy,60300,189.14532289667025,15.650579968665951,19.769994735717773,,TNS: 2025aex
ANT2025lauem3jotae7,60300,230.2150686,4.913110110269059,19.284711837768555,,TNS: 2025lif
ANT20240yb2v0amgcmh,60300,276.6330294822336,63.46429176458601,19.256900787353516,,
ANT2025bg8pgntbst2a,60300,223.85317068515616,8.116111574436005,18.243167877197266,,TNS: 2025grx
